355,"grecian dress","2015-04-01 04:38:56","2015-04-01 04:38:56",NULL
356,"bridesmaids","2015-04-01 04:38:56","2015-04-01 04:38:56",NULL
357,"bow tie","2015-04-01 04:38:56","2015-04-01 04:38:56",NULL
358,"betsey johnson","2015-04-01 04:38:56","2015-04-01 04:38:56",NULL
359,"j crew","2015-04-01 04:38:56","2015-04-01 04:38:56",NULL
360,"pittsburgh","2015-04-01 04:38:56","2015-04-01 04:38:56",NULL
361,"greece","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
362,"greek","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
363,"greek wedding","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
364,"stefana","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
365,"greek orthodox","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
366,"australia","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
367,"glamorous wedding","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
368,"firework","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
369,"ballgown","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
370,"ballgown wedding dress","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
371,"princess dress","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
372,"wedding updo","2015-04-01 04:42:05","2015-04-01 04:42:05",NULL
373,"bodice","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
374,"neckline","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
375,"sweetheart","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
376,"scoop","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
377,"v neck","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
378,"asymmetric","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
379,"strapless","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
380,"high collar","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
381,"bateu","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
382,"off shoulder","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
383,"spaghetti strap","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
384,"halter neck","2015-04-01 04:43:27","2015-04-01 04:43:27",NULL
385,"designer","2015-04-01 06:05:01","2015-04-01 06:05:01",NULL
386,"fashion designer","2015-04-01 06:05:01","2015-04-01 06:05:01",NULL
387,"indonesian designer","2015-04-01 06:05:01","2015-04-01 06:05:01",NULL
388,"sapto djojokartiko","2015-04-01 06:05:01","2015-04-01 06:05:01",NULL
389,"desainer indonesia","2015-04-01 06:05:01","2015-04-01 06:05:01",NULL
390,"Tea Rose Decoration","2015-04-01 07:56:21","2015-04-01 07:56:21",NULL
391,"batak","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
392,"adat batak","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
393,"pedang pora","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
394,"military wedding","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
395,"tradisional","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
396,"army","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
397,"hotel kempinski","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
398,"hotel kempinski wedding","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
399,"ballroom kempinski","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
400,"balai sudirman","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
401,"balai sudirman wedding","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
402,"anpa suha","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
403,"andien","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
404,"ulos","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
405,"mangulosi","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
406,"batak toba","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
407,"kebaya pengantin","2015-04-01 10:00:57","2015-04-01 10:00:57",NULL
408,"spring wedding","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
409,"floral dress","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
410,"floral bridesmaid dress","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
411,"colorful dress","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
412,"patterned dress","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
413,"motif bunga","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
414,"feminine","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
415,"flirty","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
416,"feminin","2015-04-02 04:45:42","2015-04-02 04:45:42",NULL
417,"cliffside wedding","2015-04-02 04:50:00","2015-04-02 04:50:00",NULL
418,"nature","2015-04-02 04:50:00","2015-04-02 04:50:00",NULL
419,"nature wedding","2015-04-02 04:50:00","2015-04-02 04:50:00",NULL
420,"wild flower bouquet","2015-04-02 04:50:00","2015-04-02 04:50:00",NULL
421,"flower bouquet","2015-04-02 04:50:00","2015-04-02 04:50:00",NULL
422,"long wavy hair","2015-04-02 04:50:00","2015-04-02 04:50:00",NULL
423,"bridal hair","2015-04-02 04:50:00","2015-04-02 04:50:00",NULL
424,"minimalist","2015-04-02 04:51:47","2015-04-02 04:51:47",NULL
425,"minimal","2015-04-02 04:51:47","2015-04-02 04:51:47",NULL
426,"minimalist wedding","2015-04-02 04:51:47","2015-04-02 04:51:47",NULL
427,"updo","2015-04-02 04:51:47","2015-04-02 04:51:47",NULL
428,"biracial wedding","2015-04-02 04:51:47","2015-04-02 04:51:47",NULL
429,"illinois","2015-04-02 04:51:47","2015-04-02 04:51:47",NULL
430,"triplet wedding","2015-04-02 06:37:29","2015-04-02 06:37:29",NULL
431,"brazillian triplets","2015-04-02 06:37:29","2015-04-02 06:37:29",NULL
432,"twins","2015-04-02 06:37:29","2015-04-02 06:37:29",NULL
433,"married on the same day","2015-04-02 06:37:29","2015-04-02 06:37:29",NULL
434,"same dress","2015-04-02 06:37:30","2015-04-02 06:37:30",NULL
435,"rafaela","2015-04-02 06:37:30","2015-04-02 06:37:30",NULL
436,"tagiane","2015-04-02 06:37:30","2015-04-02 06:37:30",NULL
437,"rochele","2015-04-02 06:37:30","2015-04-02 06:37:30",NULL
438,"diovane moraes","2015-04-02 06:37:30","2015-04-02 06:37:30",NULL
439,"unique wedding","2015-04-02 06:37:30","2015-04-02 06:37:30",NULL
440,"married couples","2015-04-02 07:30:40","2015-04-02 07:30:40",NULL
441,"long distance relationship","2015-04-02 07:30:40","2015-04-02 07:30:40",NULL
442,"LDR","2015-04-02 07:30:40","2015-04-02 07:30:40",NULL
443,"dating","2015-04-02 07:30:40","2015-04-02 07:30:40",NULL
444,"moving city","2015-04-02 07:30:40","2015-04-02 07:30:40",NULL
445,"santorini","2015-04-02 08:12:38","2015-04-02 08:12:38",NULL
446,"santorini wedding","2015-04-02 08:12:38","2015-04-02 08:12:38",NULL
447,"casadei","2015-04-02 08:12:38","2015-04-02 08:12:38",NULL
448,"chicago","2015-04-02 08:38:16","2015-04-02 08:38:16",NULL
449,"short wedding dress","2015-04-02 08:38:16","2015-04-02 08:38:16",NULL
450,"red lipstick","2015-04-02 08:38:16","2015-04-02 08:38:16",NULL
451,"city landscape","2015-04-02 08:38:16","2015-04-02 08:38:16",NULL
452,"cityscape","2015-04-02 08:38:16","2015-04-02 08:38:16",NULL
453,"communication","2015-04-06 03:04:33","2015-04-06 03:04:33",NULL
454,"how to communication","2015-04-06 03:04:33","2015-04-06 03:04:33",NULL
455,"spouse","2015-04-06 03:04:33","2015-04-06 03:04:33",NULL
456,"boyfriend","2015-04-06 03:04:33","2015-04-06 03:04:33",NULL
457,"girlfriend","2015-04-06 03:04:33","2015-04-06 03:04:33",NULL
458,"mertua","2015-04-06 04:31:34","2015-04-06 04:31:34",NULL
459,"in laws","2015-04-06 04:31:34","2015-04-06 04:31:34",NULL
460,"live with your in laws","2015-04-06 04:31:34","2015-04-06 04:31:34",NULL
461,"dos and donts","2015-04-06 04:31:34","2015-04-06 04:31:34",NULL
462,"jessica sadikin","2015-04-06 04:35:20","2015-04-06 04:35:20",NULL
463,"solok","2015-04-06 04:35:20","2015-04-06 04:35:20",NULL
464,"padang","2015-04-06 04:35:20","2015-04-06 04:35:20",NULL
465,"sunda","2015-04-06 04:35:20","2015-04-06 04:35:20",NULL
466,"siger","2015-04-06 04:35:20","2015-04-06 04:35:20",NULL
467,"keuangan","2015-04-06 07:39:28","2015-04-06 07:39:28",NULL
468,"tips keuangan","2015-04-06 07:39:28","2015-04-06 07:39:28",NULL
469,"financial tips","2015-04-06 07:39:28","2015-04-06 07:39:28",NULL
470,"money","2015-04-06 07:39:28","2015-04-06 07:39:28",NULL
471,"money and relationship","2015-04-06 07:39:28","2015-04-06 07:39:28",NULL
472,"masalah keuangan","2015-04-06 07:39:28","2015-04-06 07:39:28",NULL
473,"vintage wedding","2015-04-06 09:08:01","2015-04-06 09:08:01",NULL
474,"museum","2015-04-06 09:08:01","2015-04-06 09:08:01",NULL
475,"museum wedding","2015-04-06 09:08:01","2015-04-06 09:08:01",NULL
476,"colorado springs","2015-04-06 09:08:01","2015-04-06 09:08:01",NULL
477,"tea length wedding dress","2015-04-06 09:08:01","2015-04-06 09:08:01",NULL
478,"sapphire ring","2015-04-06 09:08:01","2015-04-06 09:08:01",NULL
479,"foto prewed","2015-04-07 03:45:39","2015-04-07 03:45:39",NULL
480,"italy","2015-04-07 03:45:39","2015-04-07 03:45:39",NULL
481,"lake Braies","2015-04-07 03:45:39","2015-04-07 03:45:39",NULL
482,"gorgeous view","2015-04-07 03:45:39","2015-04-07 03:45:39",NULL
483,"destination wedding","2015-04-07 03:45:39","2015-04-07 03:45:39",NULL
484,"bali resort","2015-04-07 09:59:58","2015-04-07 09:59:58",NULL
485,"honeymoon","2015-04-07 09:59:58","2015-04-07 09:59:58",NULL
486,"private villa","2015-04-07 09:59:58","2015-04-07 09:59:58",NULL
487,"tiffany blue","2015-04-07 10:02:00","2015-04-07 10:02:00",NULL
488,"mint wedding","2015-04-07 10:02:00","2015-04-07 10:02:00",NULL
489,"pastel wedding","2015-04-07 10:02:01","2015-04-07 10:02:01",NULL
490,"texas","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
491,"texas wedding","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
492,"le san michele","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
493,"blue wedding","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
494,"wedding tent","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
495,"burlap","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
496,"succulent","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
497,"succulent wedding","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
498,"gift and favor","2015-04-07 10:04:45","2015-04-07 10:04:45",NULL
499,"something borrowed","2015-04-07 10:06:06","2015-04-07 10:06:06",NULL
500,"something blue","2015-04-07 10:06:06","2015-04-07 10:06:06",NULL
501,"something old","2015-04-07 10:06:06","2015-04-07 10:06:06",NULL
502,"something new","2015-04-07 10:06:06","2015-04-07 10:06:06",NULL
503,"desain undangan","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
504,"undangan","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
505,"undangan pernikahan","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
506,"monogram invitation","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
507,"unique wedding invitation","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
508,"unique design","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
509,"hologram","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
510,"lace invitation","2015-04-08 07:03:21","2015-04-08 07:03:21",NULL
511,"lakeside","2015-04-08 08:57:51","2015-04-08 08:57:51",NULL
512,"lakeside wedding","2015-04-08 08:57:51","2015-04-08 08:57:51",NULL
513,"off shoulder dress","2015-04-08 08:57:51","2015-04-08 08:57:51",NULL
514,"balloons","2015-04-08 08:57:51","2015-04-08 08:57:51",NULL
515,"candlelight","2015-04-08 08:57:51","2015-04-08 08:57:51",NULL
516,"priorities","2015-04-08 09:37:39","2015-04-08 09:37:39",NULL
517,"relationship problem","2015-04-08 09:37:39","2015-04-08 09:37:39",NULL
518,"tuscany","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
519,"tuscan wedding","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
520,"al fresco","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
521,"grotto","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
522,"swedish","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
523,"wedding ceremony","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
524,"villa gamberaia","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
525,"stefano santucci","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
526,"long table","2015-04-09 09:18:43","2015-04-09 09:18:43",NULL
527,"reem acra","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
528,"designer dress","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
529,"symmetry","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
530,"style","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
531,"wedding style","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
532,"wedding gown","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
533,"embroidery","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
534,"pearl and crystal","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
535,"spring 2015","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
536,"spring 2015 trends","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
537,"wedding dress trends","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
538,"spring 2015 collection","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
539,"spring 2015 bridal collection","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
540,"fashion week","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
541,"bridal fashion week","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
542,"runway show","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
543,"fashion show","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
544,"lace wedding dress","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
545,"high fashion","2015-04-10 04:50:34","2015-04-10 04:50:34",NULL
546,"motherinlaw","2015-04-10 05:13:09","2015-04-10 05:13:09",NULL
547,"how to handle mother in law","2015-04-10 05:13:09","2015-04-10 05:13:09",NULL
548,"mothers","2015-04-10 05:13:09","2015-04-10 05:13:09",NULL
549,"mom problem","2015-04-10 05:13:10","2015-04-10 05:13:10",NULL
550,"relationship issue","2015-04-10 05:13:10","2015-04-10 05:13:10",NULL
551,"mom issue","2015-04-10 05:13:10","2015-04-10 05:13:10",NULL
552,"mother issue","2015-04-10 05:13:10","2015-04-10 05:13:10",NULL
553,"boutonniere","2015-04-10 05:17:56","2015-04-10 05:17:56",NULL
554,"non floral boutonniere","2015-04-10 05:17:56","2015-04-10 05:17:56",NULL
555,"groom","2015-04-10 05:17:56","2015-04-10 05:17:56",NULL
556,"groomsmen","2015-04-10 05:17:56","2015-04-10 05:17:56",NULL
557,"suit and tie","2015-04-10 05:17:56","2015-04-10 05:17:56",NULL
558,"groom style","2015-04-10 05:17:56","2015-04-10 05:17:56",NULL
559,"men wedding style","2015-04-10 05:17:56","2015-04-10 05:17:56",NULL
560,"diy wedding","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
561,"diy","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
562,"vinyl records","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
563,"rock n roll wedding","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
564,"wedding with a twist","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
565,"classic wedding","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
566,"all white","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
567,"brides in flats","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
568,"ponytail wedding hair","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
569,"ponytail","2015-04-10 05:19:13","2015-04-10 05:19:13",NULL
570,"ermenegildo zegna","2015-04-10 05:19:53","2015-04-10 05:19:53",NULL
571,"workout tips","2015-04-10 05:21:16","2015-04-10 05:21:16",NULL
572,"exercise tips","2015-04-10 05:21:16","2015-04-10 05:21:16",NULL
573,"couple exercise","2015-04-10 05:21:16","2015-04-10 05:21:16",NULL
574,"couple workout","2015-04-10 05:21:17","2015-04-10 05:21:17",NULL
575,"health  beauty","2015-04-10 05:21:17","2015-04-10 05:21:17",NULL
576,"quality time","2015-04-10 05:21:17","2015-04-10 05:21:17",NULL
577,"getting fit","2015-04-10 05:21:17","2015-04-10 05:21:17",NULL
578,"pre wedding workout","2015-04-10 05:21:17","2015-04-10 05:21:17",NULL
579,"competition","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
580,"precious you","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
581,"sebastian red","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
582,"sebastian gunawan","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
583,"rinaldy a yunardi","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
584,"ayana resort and spa","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
585,"lona makeup","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
586,"designmill co","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
587,"jumpsuit","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
588,"silk dress","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
589,"silk gown","2015-04-10 09:51:58","2015-04-10 09:51:58",NULL
590,"worst case scenario","2015-04-13 02:34:32","2015-04-13 02:34:32",NULL
591,"outdoor emergency","2015-04-13 02:34:32","2015-04-13 02:34:32",NULL
592,"outdoor wedding rain","2015-04-13 02:34:32","2015-04-13 02:34:32",NULL
593,"outdoor wedding bugs","2015-04-13 02:34:32","2015-04-13 02:34:32",NULL
594,"life after marriage","2015-04-13 03:30:14","2015-04-13 03:30:14",NULL
595,"keeping the flame alive","2015-04-13 03:30:14","2015-04-13 03:30:14",NULL
596,"romance","2015-04-13 03:30:14","2015-04-13 03:30:14",NULL
597,"how to be romantic","2015-04-13 03:30:14","2015-04-13 03:30:14",NULL
598,"investment","2015-04-13 04:29:10","2015-04-13 04:29:10",NULL
599,"marriage","2015-04-13 04:29:10","2015-04-13 04:29:10",NULL
600,"wealth","2015-04-13 04:29:10","2015-04-13 04:29:10",NULL
601,"diamonds","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
602,"diamond ring","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
603,"round shape","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
604,"princess cut","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
605,"marquise","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
606,"heart shape","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
607,"pear shape","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
608,"oval shape","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
609,"radiant shape","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
610,"emerald shape","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
611,"carat","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
612,"cut","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
613,"clarity","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
614,"4c","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
615,"rhinestones","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
616,"birthstone","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
617,"diamond","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
618,"adventurous","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
619,"personality","2015-04-13 07:46:12","2015-04-13 07:46:12",NULL
620,"mother in law","2015-04-13 08:00:15","2015-04-13 08:00:15",NULL
621,"father in law","2015-04-13 08:00:15","2015-04-13 08:00:15",NULL
622,"parents","2015-04-13 08:00:15","2015-04-13 08:00:15",NULL
623,"the in laws","2015-04-13 08:00:15","2015-04-13 08:00:15",NULL
624,"family","2015-04-13 08:00:15","2015-04-13 08:00:15",NULL
625,"family issue","2015-04-13 08:00:15","2015-04-13 08:00:15",NULL
626,"getting along","2015-04-13 08:00:15","2015-04-13 08:00:15",NULL
627,"intimate wedding","2015-04-13 09:41:37","2015-04-13 09:41:37",NULL
628,"small wedding","2015-04-13 09:41:37","2015-04-13 09:41:37",NULL
629,"purple color","2015-04-13 09:41:37","2015-04-13 09:41:37",NULL
630,"purple wedding","2015-04-13 09:41:37","2015-04-13 09:41:37",NULL
631,"english wedding","2015-04-13 10:40:41","2015-04-13 10:40:41",NULL
632,"british","2015-04-13 10:40:41","2015-04-13 10:40:41",NULL
633,"countryside","2015-04-13 10:40:41","2015-04-13 10:40:41",NULL
634,"pink flower","2015-04-13 10:40:41","2015-04-13 10:40:41",NULL
635,"strapless dress","2015-04-13 10:40:41","2015-04-13 10:40:41",NULL
636,"white and gold","2015-04-13 10:40:41","2015-04-13 10:40:41",NULL
637,"saint laurent","2015-04-13 10:40:41","2015-04-13 10:40:41",NULL
638,"royal","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
639,"royal wedding","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
640,"brunei","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
641,"ruby","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
642,"christian louboutin","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
643,"reuters","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
644,"jewels","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
645,"diamond bouquet","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
646,"palace","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
647,"royal palace","2015-04-14 04:39:29","2015-04-14 04:39:29",NULL
648,"prince abdul malik","2015-04-14 04:43:37","2015-04-14 04:43:37",NULL
649,"Dayangku Raabiatul Adawiyyah Pengiran Haji Bolkiah","2015-04-14 04:43:37","2015-04-14 04:43:37",NULL
650,"cake","2015-04-14 06:49:03","2015-04-14 06:49:03",NULL
651,"cupcake","2015-04-14 06:49:03","2015-04-14 06:49:03",NULL
652,"cakepop","2015-04-14 06:49:03","2015-04-14 06:49:03",NULL
653,"dessert corner","2015-04-14 06:49:03","2015-04-14 06:49:03",NULL
654,"icing","2015-04-14 06:52:08","2015-04-14 06:52:08",NULL
655,"food and beverage","2015-04-14 06:52:08","2015-04-14 06:52:08",NULL
656,"fondant icing","2015-04-14 06:52:08","2015-04-14 06:52:08",NULL
657,"customized","2015-04-14 06:52:08","2015-04-14 06:52:08",NULL
658,"macaroon","2015-04-14 06:52:08","2015-04-14 06:52:08",NULL
659,"layer","2015-04-14 06:52:08","2015-04-14 06:52:08",NULL
660,"maid of honor","2015-04-14 10:08:23","2015-04-14 10:08:23",NULL
661,"bridesmaid duty","2015-04-14 10:08:23","2015-04-14 10:08:23",NULL
662,"essential items","2015-04-14 10:08:23","2015-04-14 10:08:23",NULL
663,"packing list","2015-04-14 10:08:24","2015-04-14 10:08:24",NULL
664,"country fair","2015-04-14 10:26:16","2015-04-14 10:26:16",NULL
665,"backless dress","2015-04-14 10:26:16","2015-04-14 10:26:16",NULL
666,"arts and craft","2015-04-14 10:26:16","2015-04-14 10:26:16",NULL
667,"christian dior","2015-04-14 10:26:16","2015-04-14 10:26:16",NULL
668,"bigson alandro","2015-04-15 04:10:20","2015-04-15 04:10:20",NULL
669,"raffi gigi","2015-04-15 04:10:20","2015-04-15 04:10:20",NULL
670,"raffi nagita","2015-04-15 04:10:20","2015-04-15 04:10:20",NULL
671,"raffi ahmad nagita slavina","2015-04-15 04:10:20","2015-04-15 04:10:20",NULL
672,"renata kusmanto fachri albar","2015-04-15 04:10:20","2015-04-15 04:10:20",NULL
673,"wedding planner","2015-04-15 04:10:21","2015-04-15 04:10:21",NULL
674,"wedding organizer","2015-04-15 04:10:21","2015-04-15 04:10:21",NULL
675,"event organizer","2015-04-15 04:10:21","2015-04-15 04:10:21",NULL
676,"travel","2015-04-16 03:55:58","2015-04-16 03:55:58",NULL
677,"second honeymoon","2015-04-16 03:55:58","2015-04-16 03:55:58",NULL
678,"spice up your marriage","2015-04-16 03:55:58","2015-04-16 03:55:58",NULL
679,"take a break","2015-04-16 03:55:58","2015-04-16 03:55:58",NULL
680,"couple traveling","2015-04-16 03:55:58","2015-04-16 03:55:58",NULL
681,"sweet video","2015-04-16 03:57:20","2015-04-16 03:57:20",NULL
682,"big sur wedding","2015-04-16 03:57:20","2015-04-16 03:57:20",NULL
683,"big sur","2015-04-16 03:57:20","2015-04-16 03:57:20",NULL
684,"woodland ","2015-04-16 03:57:20","2015-04-16 03:57:20",NULL
685,"woodland wedding","2015-04-16 03:57:20","2015-04-16 03:57:20",NULL
686,"romantic video","2015-04-16 03:57:20","2015-04-16 03:57:20",NULL
687,"rustic vintage","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
688,"portland","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
689,"burgundy","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
690,"chalkboard","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
691,"red door","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
692,"simple invitation","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
693,"jewel tone","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
694,"fall wedding","2015-04-16 04:10:15","2015-04-16 04:10:15",NULL
695,"gazebo","2015-04-16 04:13:30","2015-04-16 04:13:30",NULL
696,"white navy gold","2015-04-16 04:13:30","2015-04-16 04:13:30",NULL
697,"navy and gold","2015-04-16 04:13:30","2015-04-16 04:13:30",NULL
698,"washington","2015-04-16 04:13:30","2015-04-16 04:13:30",NULL
699,"touch of gold","2015-04-16 04:13:30","2015-04-16 04:13:30",NULL
700,"lace dress","2015-04-16 04:13:30","2015-04-16 04:13:30",NULL
701,"burgundy dress","2015-04-16 05:57:56","2015-04-16 05:57:56",NULL
702,"villa wedding","2015-04-16 05:57:56","2015-04-16 05:57:56",NULL
703,"tuscan villa","2015-04-16 05:57:56","2015-04-16 05:57:56",NULL
704,"jakarta","2015-04-16 07:01:25","2015-04-16 07:01:25",NULL
705,"bali prewedding","2015-04-16 07:01:26","2015-04-16 07:01:26",NULL
706,"wedding party","2015-04-16 07:05:43","2015-04-16 07:05:43",NULL
707,"resepsi","2015-04-16 07:05:43","2015-04-16 07:05:43",NULL
708,"pemberkatan","2015-04-16 07:05:43","2015-04-16 07:05:43",NULL
709,"batam","2015-04-16 07:05:43","2015-04-16 07:05:43",NULL
710,"playlist","2015-04-16 11:10:45","2015-04-16 11:10:45",NULL
711,"wedding song","2015-04-16 11:10:45","2015-04-16 11:10:45",NULL
712,"wedding songs","2015-04-16 11:10:45","2015-04-16 11:10:45",NULL
713,"wedding playlist","2015-04-16 11:10:45","2015-04-16 11:10:45",NULL
714,"music","2015-04-16 11:10:45","2015-04-16 11:10:45",NULL
715,"jazz","2015-04-16 11:10:45","2015-04-16 11:10:45",NULL
716,"jazz playlist","2015-04-16 11:10:45","2015-04-16 11:10:45",NULL
